name|type|description|prerequisites|prerequisite_feats|benefit|normal|special|source|teamwork|critical|grit|style|performance|racial|companion_familiar|race_name|note|goal|completion_benefit|multiples|suggested_traits|source_dataset
Luck of the Beast|Cerulean_Seas|You call upon animal instinct to avoid bad situations.|anumi, 6th level, and either the bestial fortitude racial trait or the bestial reflexes racial trait.||if bestial fortitude is granted by your subrace, once per day, you may reroll a failed fortitude save. if bestial reflexes is granted by your subrace, once per day, you may reroll a failed reflex save. this effect is used as an immediate action after the first save is attempted, but before the results are revealed by the gm. the anumi must take the second result, even if it is worse. this does not stack with other abilities that let you reroll saving throws.||||0|0|0|0|0|0|0|||||0||Metzofitz
Magic of the Fey|Cerulean_Seas|You gain a minor spell-like ability. Special You may take this feat multiple times, each time choosing a different 0th level spell.|feykith subtype, cha 15.||choose a 0th level spell. you may cast this spell once per day as a caster equal to your character level. the dc (if any) is 10 + charisma modifier.||||0|0|0|0|0|0|0|||||0||Metzofitz
Manifest Form|Cerulean_Seas|You can assume the form of an animal that you resemble. Your options for new form include all creatures with the animal type that can be considered the same subrace as you are, and one that you are familiar with. For example, a carniform anumi can become any animal type of seal or otter that the character has encountered. Changing form (to animal or back) is a standard action and doesnt provoke an attack of opportunity.|anumi, 12th level, wis 13.||you gain a spell-like racial ability that functions like the beast shape i spell, except as noted here. you may use this ability once per day. the effect lasts for 1 hour, or until you change back.||||0|0|0|0|0|0|0|||||0||Metzofitz
Manipulate Probability|Cerulean_Seas|Through sheer will, you can make yourself less likely to fail at one task.|aqua-xax, wis 13.||a number of times per day equal to your wisdom modifier, you may roll 5d4 in the place of a d20 for a skill check, saving throw, or roll to hit.||||0|0|0|0|0|0|0|||||0||Metzofitz
Many Faces|Cerulean_Seas|You can change your appearance several times per day.|apsara with minor metamorphosis psi-like ability.||you can use minor metamorphosis a number of times per day equal to half your character level.||||0|0|0|0|0|0|0|||||0||Metzofitz
Maridian Envoy|Cerulean_Seas|You work well with marids.|genai.||you gain a +4 racial bonus on bluff, diplomacy, and sense motive checks when dealing with marids.||||0|0|0|0|0|0|0|||||0||Metzofitz
Master of Art|Cerulean_Seas|Even the most lackadaisical artistic effort yields masterful results.|woggle, racial bonus to a craft or perform skill.||when you use craft or perform skill with a racial bonus and take 10 with this skill, treat your die result as a 15 instead.||||0|0|0|0|0|0|0|||||0||Metzofitz
Merform|Cerulean_Seas|You can assume a merfolk-like form.|anumi, species with fish or dolphin-like tail, fins & flippers feat, wis 13.||for a number of rounds per day equal to your level (which do not need to be taken consecutively), as a spell-like ability, your lower half becomes like your base animal and you gain that animals swim speed (both adjusted for size). the effects are otherwise similar to an alter self spell.||||0|0|0|0|0|0|0|||||0||Metzofitz
Metamorph (feat)|Cerulean_Seas|You start your journey of transformation. In addition, you gain lungs and retain the ability to breathe air even after you take a metamorphosis feat. During this time of your life you are truly amphibious, possessing both gills and lungs allows you to breathe air and water with equal ease. You lose your gills after you take a metamorphosis feat.|marine entobian who has not taken a metamorphosis feat or the neotonite feat, character level 2.||you may take a metamorphosis feat as soon as you qualify for one.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mid-day Form Change|Cerulean_Seas|Once per day, you can change your form as if it were sunrise.|aqua-xax, retune form||once per day, as a full-round action that provokes an attack of opportunity, you can invoke a change of form as if it were the sunrise of a new day. regardless of the time before sunrise, the next sunrise will still provoke your daily form racial trait normally.||||0|0|0|0|0|0|0|||||0||Metzofitz
Midwinter Hide|Cerulean_Seas|Your hide has grown particularly thick and insulated.|thanor||you gain an additional +1 natural armor bonus and cold resistance 5.||||0|0|0|0|0|0|0|||||0||Metzofitz
Might and Magic|Cerulean_Seas, Psionic|You gain a minor spell-like ability. Special You may take this feat multiple times, each time choosing a different 1st level spell each time.|feykith subtype, manifester level 3rd||choose a 1st level enchantment spell from the wizard/sorcerer spell list. by expending a number of power points equal to or less than your level, you may cast this spell once per day. the caster level is equal to the number of power points spent. the dc (if any) is 10 + your charisma modifier.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mightier Roots|Cerulean_Seas|Your gripping roots ability has become much stronger.|nelumbu.||as a move-equivalent action that does not provoke an attack of opportunity, you can root yourself in place onto any unyielding surface. while rooted, you receive a +3 circumstance bonus (in addition to your racial bonus) to your combat maneuver defense when resisting a bull rush or trip attempt. if you move or are moved from the square in which you initiated this ability, the bonus ends.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mind Venom|Cerulean_Seas, Psionic|Your bite introduces venom that makes your victims more susceptible to your telepathic attacks. Mind Venominjury; save Fort DC 12 + 1/2 your level; frequency 1/round for 6 rounds; effect 1d2 Wis damage. In addition, anyone under the influence of your venom takes a -2 penalty to all Will saves against your psionic powers. ; cure 3 saves.|naga||while you maintain psionic focus, your bite attack inflicts the following venom instead of the standard naga venom||||0|0|0|0|0|0|0|||||0||Metzofitz
Mireborn|Cerulean_Seas|You were born in an estuary, and are acclimated to both salt and freshwater.|marine entobian, 1st level.||you suffer no ill effects going to water with a different salinity level.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mismatched Gem|Cerulean_Seas|You can temporarily gain the effects of one power gem that is not of your set. Special You can take this feat multiple times, adding one round per day each time you take this feat.|sunken relluk.||replace one power gem with another power gem of a different type. once per day as a free-action, for one round you gain the of the odd power gem and lose the of the set. at the end of the round, the return to normal. you can only have one mismatched gem at a time. switching gems takes 3 rounds of full-round actions, and is generally done outside of combat.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mob Mentality|Cerulean_Seas|Use your safety in numbers to give you a bonus to attack instead of defense.|safety in numbers class feature.||at the beginning of your round if you are ing from your safety in numbers class feature, you can allot some or all your dodge bonus for that entire round from this ability to a morale bonus on the attack roll for your first attack during that round.||||0|0|0|0|0|0|0|||||0||Metzofitz
Money Is Power|Cerulean_Seas|By consuming gold, you can become stronger, quicker, or healthier.|chrysopsaro.||as a standard action once per day, you may consume 100 gold pieces to add a +4 enhancement bonus to either strength, constitution, or dexterity for 1 minute per character level. the ability score that this feat affects is chosen at the time of consumption.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mordent Mouth|Cerulean_Seas|Your bite is somewhat acidic.|marine entobian, bite attack.||you do an additional point of acid damage upon dealing a successful bite attack.||||0|0|0|0|0|0|0|||||0||Metzofitz
Muckdweller|Cerulean_Seas|You can burrow through the sea floor.|marine entobian.||you gain a burrow speed of 20 feet through mud, silt or sand only.||||0|0|0|0|0|0|0|||||0||Metzofitz
Multitalented|Cerulean_Seas|You are innately talented in many areas. Special You can take this feat multiple times, applying it to a different skill each time.|woggle.||choose a craft or perform skill from those listed in your artistic genius racial trait (different from the one you chose at character creation) and gain an additional skill rank and a +2 racial bonus to skill rolls for that skill. the skill is chosen at the time of taking this feat and cannot be changed.||||0|0|0|0|0|0|0|||||0||Metzofitz
Multiweapon Maniac|Cerulean_Seas|You can wield an additional weapon. You can also use your hands for other purposes that require free hands. Special If you have a Strength score of 18 or more, you can take this feat one additional time, effectively conveying the use of 4 arms with your hand-equivalent tool use ability.|squibbon race, advanced arm use feat, str 15.||you can wield an additional weapon as though you had an extra arm, but only one hand is your primary hand, and all others are off hands.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mutant Visage|Cerulean_Seas|You were born with some particularly disturbing features.|eifelian, 1st level.||your creepy appearance racial trait is twice as strong. non-eifelian humanoids take a 2 penalty on saving throws against spells you cast that cause confusion or fear. in addition, you gain a +4 racial bonus on intimidate checks to demoralize.||||0|0|0|0|0|0|0|||||0||Metzofitz
Mystical Attunement|Cerulean_Seas|You have mastered the elements within.|lesser kamigei||you gain resistance 5 acid. if you already have that, then you instead gain resistance 5 to one of the following energy types that correspond to the other mystical element that you have ties to cold (air), electricity (metal), sonic (wood), or steam (fire).||||0|0|0|0|0|0|0|||||0||Metzofitz
Mystical Resistance|Cerulean_Seas|You become more resilient against your chosen element.|character level 7th, lesser kamigei||you gain +5 energy resistance to the energy resistance type that you chose at 1st level.||||0|0|0|0|0|0|0|||||0||Metzofitz
Natural Instinct|Cerulean_Seas|You can access your natural instincts of nature and survival.|aquatic anumi race, anthromorph subtype, or trueform subtype.||you get a +2 racial bonus on all knowledge (nature) checks and survival checks. if you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.||||0|0|0|0|0|0|0|||||0||Metzofitz
Neotonite|Cerulean_Seas|You grow but retain your nymphite form and abilities. Special Much like metamorphosis, the nymphite prepares by eating a huge feast of rare seaweed followed by meditation. Eight hours later, you shed your exoskeleton and expand to Medium size. Determine your new size using the neotonite entry under Marine Entobian Vital Statistics. After taking this feat, you cannot take a metamorphosis feat, but are still considered a nymphite (for feats and other qualifications).|nymphite, metamorph feat taken at an earlier level, character level 4.||you grow to medium size. increase the damage dice for your bite attack to 1d6. increase your swim speed to 40 feet. this change in size, speed, and damage is permanent. you may also choose a gender at this point, though it is not required of a neotonite.||||0|0|0|0|0|0|0|||||0||Metzofitz
Noterite|Cerulean_Seas|You metamorphose into a diving beetle entobian.|nymphite, metamorph feat, character level 5.||you gain the following racial traits||||0|0|0|0|0|0|0|||||0||Metzofitz
Old Icer|Cerulean_Seas|Some sisiutl who have been icing for prolonged periods of time often begin to develop resistance to extremely cold temperatures. Special You can take the feat multiple times, gaining an additional cold resistance of 5 each time, to a maximum of cold resistance 20.|sisiutl.||you gain cold resistance 5.||||0|0|0|0|0|0|0|||||0||Metzofitz
Opportunist|Cerulean_Seas|"An opportunist will do anything and everything to fill their stomach. So long as their meal is at another creatures expense in one way or another. The opportunist adds Bluff to their list of class skills. This alters the opportunists class skills. An opportunist learns to shape the magical power known as akasha into powerful veils, which are drawn from the eclipse veil list. They know and can shape any veil from this list. The DC for a saving throw against a veils abilities is 10 + the number of points of essence invested in the veil + the opportunist's Charisma modifier. They can only shape a certain number of veils per day (see opportunist veils and essence table). Veils are constructs of pure magic and are suppressed while in the area of an antimagic field or similar phenomena. At 1st level the opportunist also gains access to their own personal pool of essence, which can be invested into veils and other receptacles to increase their power. The pool of available essence is listed in the opportunist's veils and essence table; the opportunists character level determines the maximum quantity of essence they can invest in any single veil. As a swift action, they can reallocate their essence investments into their veils every round. An opportunist must have a good nights rest and must meditate for one hour to prepare their veils for the day. This ability replaces the hunters orisons and spells class features. Opportunists do not gain any spells or spellcasting ability, do not have a caster level, and cannot use spell trigger and spell completion magic items. The opportunist gains a competence bonus equal to half of their class level (minimum 1) on Bluff checks. This ability replaces wild empathy. The opportunist gains the ability to shape the veil Geri and Freki. When shaping it in this way they treat their effective druid level as -2 (minimum 1) instead of the normal -4. This veil does not count against their normal limits on veils shaped, or their veil slots. As this veil does not count against the opportunist's veil slots or chakras, they can still shape a different veil into the same slot as it freely. Any animal companion granted by this veil counts as an animal companion granted by a hunter's animal companion class feature. If this veil is suppressed, destroyed, or the animal companion it grants are not summoned, the opportunist is treated as having a dead animal companion. This replaces animal companion and one with the wild. Starting at 2nd level when the opportunist uses the ""wolf"" animal aspect on themself it does not count against animal focus's minutes of duration per day, and it remains in effect until the opportunist changes ends it or changes to another aspect. They also gain the ability to invest this animal focus with essence, increasing their range of the scent ability it grants by 10 feet for every point of essence invested. Additionally for each point of essence invested in this focus any animal companion granted to the opportunist by a veil or constellation gains a +1 insight bonus on all Perception and Survival checks based on scent. This ability alters animal focus and replaces the track class feature. At 3rd level and every three levels thereafter, an opportunist gains the ability to bind veils directly to their chakras, unlocking potent new abilities. The opportunist gains the ability to bind slots in the following order Hands, Feet, Head, Wrists, Shoulders, and Belt. At 8th and 14th level the opportunist increases the maximum essence capacity of all their essence receptacles by 1. At 10th level the opportunist can treat a shaped veil that grants an animal companion as an animal companion's body for the purposes of their raise animal companion ability. Using raise animal companion in this way allows a single animal companion derived from the targeted veil to be summoned immediately, even if it could not normally be summoned due to death or loss of hit points. Such animal companions always suffer 2 permanent negative levels, as if they had been resurrected by raise animal companion normally. These negative level are present each time the animal companion is summoned until either they are removed with a restoration spell or a similar effect, or until the veil that granted the animal companion is reshaped. This ability alters raise animal companion. At 20th level the essence invested in the opportunists Geri and Freki veil is treated as being +1 higher for all mechanical effects. This ability stacks with other virtual essence investment increases such as the magic item akashic catalysts. This ability replaces master hunter."|||at 17th level the opportunist gains the of this veil's body bind.||||0|0|0|0|0|0|0|||||0||Metzofitz
Overseeing Eye|Cerulean_Seas, Psionic|You can detect psionics at will.|melusine||when you are psionically focused, an eye spot will appear in the center of your forehead. the eye spot will allow you to cast detect psionics as a psi-like ability at will, as a caster equal to your character level.||||0|0|0|0|0|0|0|||||0||Metzofitz
Pack Mentality|Cerulean_Seas|You can grant a nearby teammate the advantage of one of your teamwork feats.|safety in numbers class feature, bonus teamwork feat granted by class.||once per day as a standard action, you may grant one of your bonus teamwork feats to a single ally within 5 feet who can see and hear you. this ally from the feat for 2 rounds plus 1 round for every three levels you possess.||||0|0|0|0|0|0|0|||||0||Metzofitz
Pearl Diver|Cerulean_Seas|You have a knack for finding oysters with pearls.|famennian.||you gain a +2 trait bonus on appraise and perception checks. you gain a +4 on knowledge nature checks in regards to any mollusk that produces pearls.||||0|0|0|0|0|0|0|||||0||Metzofitz
Penny Saved|Cerulean_Seas|Your coin scales shed when injured, and become solid gold.|chrysopsaro.||after activating your money is life racial trait, the next time that you are damaged from an attack, three gold pieces per hit point of damage from this attack will drop into your square from your hide (maximum 48 gold pieces). subsequent attacks will not release gold pieces. scales lost in this way grow back instantly.||||0|0|0|0|0|0|0|||||0||Metzofitz
Piercing Cold|Cerulean_Seas|Your cold spells are so cold that they can damage creatures normally resistant or immune to cold. Special Piercing cold allows spells with the [Ice] descriptor to create ice at any depth.|||you can only apply this metamagic feat to spells with the cold descriptor. piercing cold spells completely ignore any resistance to cold a creature possesses. they are still entitled to whatever other defenses the attack allows (such as saving throws and spell resistance). creatures normally immune to cold can be damaged by piercing cold spells as well. piercing cold spells deal half damage to these creatures (or one-quarter on a successful saving throw).||||0|0|0|0|0|0|0|||||0||Metzofitz
Piranha Jawed|Cerulean_Seas|You gain a natural bite attack.|nommo or piscean.||you gain a bite attack which is a natural weapon attack that inflicts 1d6 points of damage (2 critical) on a hit. this is a primary attack or a secondary attack if you wield any other weapon.||||0|0|0|0|0|0|0|||||0||Metzofitz
Planar Resistance|Cerulean_Seas|Your innate resistance to one form of energy gets better. Special You can take this feat multiple times, applying it to a different resistance each time.|energy resistance racial ability.||choose one energy resistance from your racial abilities. gain an additional 5 points to that resistance.||||0|0|0|0|0|0|0|||||0||Metzofitz
Plant Magic|Cerulean_Seas|Your magical ties to plants grow stronger.|nelumbu sorcerers with the verdant bloodline or nelumbu clerics with access to the flora domain.||sorcerer nelumbu with the verdant bloodline treat their charisma score as 2 points higher for all sorcerer spells and class abilities. cleric nelumbu with the flora domain use their domain powers and spells at +1 caster level. this trait does not give nelumbu early access to level- based powers; it only affects powers that they could already use without this trait.||||0|0|0|0|0|0|0|||||0||Metzofitz
Plunge Anything|Cerulean_Seas, Combat|You are a master at using buoyancy to attack with whatever you have on hand. Normal You take a -4 penalty on attack rolls made with an improvised weapon.|||you do not suffer any penalties for using an improvised plunging weapon. you receive a +1 circumstance bonus on attack rolls made with plunging splash weapons.||||0|0|0|0|0|0|0|||||0||Metzofitz
Poison Proof|Cerulean_Seas|You become immune to poison, much like a minion of Saloth.|deep drow (or kirah).||you become immune to poison.||||0|0|0|0|0|0|0|||||0||Metzofitz
Powerful Spray|Cerulean_Seas|Your boiling spray can reach further. Special When combined with the Widened Spray feat, this effect applies to 4 squares two adjacent squares, and two squares 10 feet from you that are adjacent to at least one of the first two squares.|sunken relluk.||in addition to an adjacent square, the boiling spray effects a square adjacent to that square that is 10 feet away.||||0|0|0|0|0|0|0|||||0||Metzofitz
Powerful Wings|Cerulean_Seas|You are especially adept at flying. Normal A DC 20 fly check is required to move from underwater to the air in the same round. Failure means that you cannot fly this round.|str 13, skill focus (fly), benitsuru.||your fly speed increases to 80 feet (good). you do not need to make a fly check to surface from the water and fly in the same round.||||0|0|0|0|0|0|0|||||0||Metzofitz
Prankster|Cerulean_Seas|You are an expert at fooling and tricking others.|kawauso race.||you gain a +1 racial bonus on bluff and sleight of hand checks and one of these skills is always a class skill for you.||||0|0|0|0|0|0|0|||||0||Metzofitz
Presence of Mind|Cerulean_Seas|You have learned how to retain your mind even after your body has dissipated.|kvol, unleash the swarm feat.||you retain control over the school of squid when your immortal swarm racial ability is active, effectively allowing the swarm to from your intelligence, wisdom, and charisma scores, as well as retaining all skills that rely on those ability scores. all other statistics of the school of squid remain the same, however, and you do not have access to any of your class abilities.||||0|0|0|0|0|0|0|||||0||Metzofitz
Primordial Brutality|Cerulean_Seas|The brutal nature of your primitive attacks hit with supernatural accuracy.|mrawgh, base attack bonus +5, str 15.||you gain a +2 competence bonus to damage rolls made while using improvised weapons. if you have the stick and spear feat, you may also apply this bonus to weapons affected by that feat.||||0|0|0|0|0|0|0|||||0||Metzofitz
Puffer Quills|Cerulean_Seas, Psionic|Your body becomes covered in sharp quills.|||while you are psionically focused, you may form sharp ectoplasmic quills over your skin or whatever you are wearing. while they are formed, you are treated as though you are equipped with armor spikes, even if you are not wearing armor. you may form or dismiss the quills as a free action.||||0|0|0|0|0|0|0|||||0||Metzofitz
Quick Shifter|Cerulean_Seas|You can transform very quickly. Normal You can transform as a standard action (in either direction).|selkie, dex 13||you can shift into sea elf form as a free action, and back into seal form as a move equivalent action.||||0|0|0|0|0|0|0|||||0||Metzofitz
Re-knit|Cerulean_Seas|You can reform from your school of squid much faster. Normal Even with the Presence of Mind feat, the kvol cannot force the school to re-knit its body before 8 hours of uninterrupted rest.|kvol, presence of mind feat||once per hour, you can force the school of squid to reform into your kvol form as a full- round action. doing so, however, leaves you at only 1 hit point when you revert to kvol form.||||0|0|0|0|0|0|0|||||0||Metzofitz
Reach of Force|Cerulean_Seas|The reach of your force manipulation can extend into an adjacent square. Normal Your force manipulation ability only affects squares that you occupy.|trueform subtype, force manipulation tool use ability.||once per round, the reach of your force manipulation can extend into one adjacent square. you can affect only one adjacent square at a time.||||0|0|0|0|0|0|0|||||0||Metzofitz
Redundant Process|Cerulean_Seas|Your scrupulous designs seldom fail.|agloolik, craft (any) 5 ranks.||whenever you make craft check to create something, you can roll two dice and take the higher result.||||0|0|0|0|0|0|0|||||0||Metzofitz
Reflex Of Two|Cerulean_Seas|Both heads may respond to impending danger.|sisiutl.||once per day, you can roll twice for a reflex save and take the best result.||||0|0|0|0|0|0|0|||||0||Metzofitz
Resilient Spirit|Cerulean_Seas|Your soul crystal can retain your memories.|sunken relluk, character level 10.||if you are slain and your soul crystal is implanted in another suitable sunken relluk body within seven days, you are restored to life with one permanent negative level (no immunities or abilities can avert this penalty). you can be restored in this way three times, after which this feat ceases to function.||||0|0|0|0|0|0|0|||||0||Metzofitz
Retune Form|Cerulean_Seas|Once per day, you can change your forms racial ability options.|aqua-xax||once per day, as a standard action, you can change your racial ability options as if you just assumed that form. randomly determined options remain random, though you may reroll if you obtain the same result that you currently have.||||0|0|0|0|0|0|0|||||0||Metzofitz
Rime Rouser|Cerulean_Seas|Creatures you summon are imbued with cold energy and have the cold subtype.|augment summoning, spell focus (conjuration).||when you summon a creature or creatures using any summon spell, you can opt to summon a version of the creature from the paraelemental plane of ice. if you do so, the summoned creature gains the cold subtype and its natural attacks deal an additional 1d6 points of cold damage. creatures with the fire or steam subtype can never be enhanced with the cold subtype in this manner.||||0|0|0|0|0|0|0|||||0||Metzofitz
Rime Toothed|Cerulean_Seas|You do both cold damage and piercing damage with your bite attack.|brother of frost with supernatural bite racial feature.||you do both cold damage and piercing damage (roll damage twice, apply both) with your bite attack.||||0|0|0|0|0|0|0|||||0||Metzofitz
Rugon Trample|Cerulean_Seas|You gain a trample attack.|rugon race.||when you attempt to overrun an opponent, your target may not choose to avoid you. you may make one melee attack against any target you disorient, gaining the standard +4 bonus on attack rolls against disoriented (prone) targets. you can only use this feat while both you and your opponent are swimming.||||0|0|0|0|0|0|0|||||0||Metzofitz
Scent Mastery|Cerulean_Seas|Your ability to follow your nose improves.|trueform subtype without keen scent ability||if you do not have the scent ability, you gain it. if you do, you gain the keen scent ability.||||0|0|0|0|0|0|0|||||0||Metzofitz
School Friend|Cerulean_Seas|You are skilled at blending into schools of fish without disrupting them.|||you may make a dc 20 handle animal skill check to enter into a school of fish. while within a school of fish you gain concealment. the school must be larger than you for you to receive any , and any sudden or violent movements on your part will cause the school to scatter.||||0|0|0|0|0|0|0|||||0||Metzofitz
Screech|Cerulean_Seas|You have retained some of your ability from your youth.|suibo.||once per day as a standard action, you can screech loudly, affecting a 10-foot-radius burst; those who are affected are stunned for 1 round unless they make a fortitude save, dc 10 + 1/2 the suibo's hit dice + the suibo 's charisma modifier.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sea Sight|Cerulean_Seas|Your vision is not hampered from looking down into the water from above it. Normal Partially submerged targets have improved cover, and completely submerged targets have total cover versus those viewing from above the water.|4 ranks in profession (sailor)||when peering down into the water from above, ignore cover due to the target being submerged.||||0|0|0|0|0|0|0|||||0||Metzofitz
Seabond|Cerulean_Seas|You have become magnetically tuned to your homeland.|trueform subtype||you can use the magnetic pull of the planet to find your way home. this works in much the same way that a compass points north. while you can detect which direction your homeland is, you get no indication of distance or obstacles in your path. you can bond to any location that you have lived in for an entire moon cycle, thus losing the ability to sense the direction of any locations previously attuned to. the re-attunement is somewhat voluntary, based on whether or not you consider your new location as home or not.||||0|0|0|0|0|0|0|||||0||Metzofitz
See More Evil|Cerulean_Seas|You can detect evil more often.|kvol, wis 15.||your detect evil racial trait can be activated a number of times per day equal to your wisdom modifier.||||0|0|0|0|0|0|0|||||0||Metzofitz
Selling Ice in Isinblare|Cerulean_Seas|You have an instinctual knack for business dealings. skill checks.|crystolix, wis 15.||you may add your wisdom modifier as a competency bonus to appraise and diplomacy||||0|0|0|0|0|0|0|||||0||Metzofitz
Servitors Diplomacy|Cerulean_Seas|Years of lowly servitude have made you better at dealing with people and good at either reading them or lying to them.|aquatic anumi.||you get a +2 racial bonus on all diplomacy checks. for this feat, choose either the sense motive skill or the bluff skill. this choice is permanent. gain a +2 racial bonus in the chosen skill. if you have 10 or more ranks in one of these skills, the bonus increases to +4 for that skill.||||0|0|0|0|0|0|0|||||0||Metzofitz
Shark Nosed|Cerulean_Seas|You have the keen senses of a full-blooded shark.|samebito.||your scent range extends to 180 feet and you can smell blood in the water up to a mile away (and evoke a blood frenzy as a result, if you are willing and able to).||||0|0|0|0|0|0|0|||||0||Metzofitz
Shark-Blooded|Cerulean_Seas|You gain the traits of a shark, along with its aggressive nature.|cindarian, kai-lio, or sea folk||you may take this feat multiple times; each time you gain a new trait listed below. if you take two or more traits, your charisma drops by 2 points, as you grow more aggressive and feral.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sharkmaster|Cerulean_Seas|You are an expert shark trainer, even beyond your active shark.|handle animal 1 rank; ability to cast 1st level sharker spells.||you gain a +2 bonus on handle animal and knowledge (nature) checks with all types of sharks. furthermore, you are treated as one level higher when determining the abilities of your animal companion or mount, as long as it is a shark.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sharpened Senses|Cerulean_Seas|You have honed your blindsight to be more acute.|sea squole, wis 13.||your blindsight range gains an additional number of feet equal to 5 times your wisdom bonus (if any). for example, if your wisdom bonus is +3, your blindsight extends to 45 feet.||||0|0|0|0|0|0|0|||||0||Metzofitz
Shell Shock (feat)|Cerulean_Seas|You can bash opponents with your carapace.|base attack bonus +3, sea kappa.||your carapace can be considered a heavy shield in regards to shield bash attacks (including feats relating to shield bash attacks, such as improved shield bash) , though it does not require an off-hand to use as an attack.||||0|0|0|0|0|0|0|||||0||Metzofitz
Shocking Strike|Cerulean_Seas|Discipline Psychokinesis [electricity, trigger]; Level Highlord 2, psychic warrior 2 Display Auditory, material Manifesting Time 1 swift action Range Melee Target One creature Duration 1 round; see text Saving Throw None; Power Resistance Yes Power Points 3 The next single successful melee attack you make this round deals an additional +1d6 points of electricity damage and charges the creature with static energy. Trigger If the target moves during its next turn and your attack was successful, you can expend your psionic focus to deal an additional 2d6 points of electricity damage to it. Augment If you spend 6 additional power points, you can instead manifest this power upon making a successful melee attack and have the effects of this power instead apply to that attack. Doing so still uses your swift action for the round.|||||||0|0|0|0|0|0|0|||||0||Metzofitz
Slippery|Cerulean_Seas|You are particularly hard to hold onto.|kvol or sea squole||you gain a +4 racial bonus on all escape artist checks to slip free of bonds and squeeze into tight spaces, and you can squeeze through spaces as though you were one size category smaller than your actual size.||||0|0|0|0|0|0|0|||||0||Metzofitz
Song Focus|Cerulean_Seas|Your music is particularly difficult to ignore.|siren song class feature||when selecting this feat choose a siren song that allows a saving throw. increase that songs save dc by 1. you may choose this power multiple times; each choice applies to a different song.||||0|0|0|0|0|0|0|||||0||Metzofitz
Song of the Morgen|Cerulean_Seas|You can use touch of the morgen at range. Normal Touch of the morgen normally has a range of touch.|morgen, 3 ranks in perform skill.||you can use the touch of the morgen racial trait at a range of up to 30 feet.||||0|0|0|0|0|0|0|||||0||Metzofitz
Sorsalsel Style|Cerulean_Seas|You have been trained in the traditional fighting style of your people.|acrobatics 1 rank, proficiency with a skith, squawk||you can charge through squares that contain allies while wielding a skith. furthermore, once per round, if you miss an opponent with your skith, you may make an acrobatics skill check with the dc equal to the missed opponent's ac. if successful, the miss is instead considered to be a hit and damage is dealt normally.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spell Seal|Cerulean_Seas|You can cast spells that require somatic components while in seal form. Normal You can speak normally while in seal form and cast spells that require only verbal components. However, you cannot cast spells that require somatic components. You also have difficulty manipulating material components with enough aptitude to cast a spell.|selkie.||you can complete somatic components of spells while in seal form. you can also use any material components or focuses that you possess.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spider Venom|Cerulean_Seas|Your saliva can be used to envenom weapons. Mizugumo Venom Injury; save Fort DC 10 + 1/2 the mizugumo's Hit Dice + the mizugumo 's Constitution modifier; frequency 1/round for 6 rounds; effect 1d2 Str; cure 1 save. Normal The average mizugumo does not have venomous saliva.|mizugumo.||a number of times per day equal to your constitution modifier (minimum 1/day), you can envenom a weapon that you wield with your toxic saliva. applying venom in this way is a swift action. you are immune to your own venom.||||0|0|0|0|0|0|0|||||0||Metzofitz
Spit Acid|Cerulean_Seas|You can spit a stream of caustic acid. Special You can take this feat more than once. Each time you do so, you can augment the breath weapon in the following ways|marine entobian, mordent mouth feat.||once per day, as a standard action, you can make a supernatural breath weapon attack that deals 1d6 points of acid damage in a 20-foot line. all creatures within the affected area must make a reflex saving throw to avoid taking damage. the save dc against this attack is 10 + 1/2 your character level + your constitution modifier. those who succeed at the save take no damage from the attack.||||0|0|0|0|0|0|0|||||0||Metzofitz
Split Subtype|Cerulean_Seas|You can have two subtypes, and are on your way to parenthood. Special Once taking this feat you have nine years, 2 months, and 1d6 weeks to live. When your time is up, you will split into two first level sea squoles of the two different subtypes, each with only foggy memories of who you were once were. Nothing short of a wish can save you from this fate.|sea squole, younger than middle age, acclimation to a new environment (see ecology).||you gain a new subtype and keep your old one. you gain the abilities of both subtypes, and your slime-color changes to a mixture of the two (like paint of the same colors).||||0|0|0|0|0|0|0|||||0||Metzofitz
Spook|Cerulean_Seas|You have learned to use your appearance to your advantage.|eifelian, creepy racial trait.||when you attempt to attack against a foe that is completely unaware of your presence, the foe is treated as flat-footed for the rest of your turn.||||0|0|0|0|0|0|0|||||0||Metzofitz
Staying Strike|Cerulean_Seas|Your swift strike does less damage, but hinders your foes ability to move about the battlefield.|sudden strike class feature||when you hit a target and deal sudden strike extra damage, you may choose to lessen the damage to stagger your opponent. for each die of damage you lessen the sudden strike by the opponent gains the staggered condition for an equal number of rounds. for example, if you were to lessen the sudden strike by two dice worth of damage, the struck target would be staggered for two rounds.||||0|0|0|0|0|0|0|||||0||Metzofitz
