name|descriptor|acid|air|chaotic|cold|curse|darkness|death|disease|earth|electricity|emotion|evil|fear|fire|force|good|language_dependent|lawful|light|mind_affecting|pain|poison|shadow|sonic|water|meditative|school|subschool|casting_time|components|costly_components|material_costs|verbal|somatic|material|focus|divine_focus|range|area|targets|duration|dismissible|shapeable|saving_throw|spell_resistence|effect|short_description|description|description_formated|source|SLA_Level|spell_level|sorcerer|wizard|cleric|druid|ranger|bard|paladin|alchemist|summoner|witch|inquisitor|oracle|antipaladin|magus|adept|bloodrager|shaman|psychic|medium|mesmerist|occultist|spiritualist|skald|investigator|hunter|domain|bloodline|patron|mythic_text|augmented|mythic
Raise Animal Companion||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|healing|1 minute|V, S, M (a diamond worth 1,000 gp)|1|1000|1|1|1|0|0|touch||dead animal companion or bonded mount|instantaneous|0|0|none, see text|yes (harmless)||As raise dead, but on an animal.|This spell functions as raise dead, but it only affects an animal companion, familiar, or paladin's bonded mount.|<p>This spell functions as <i>raise dead</i>, but it only affects an animal companion, familiar, or paladin's bonded mount.</p>|Ultimate Magic|5|druid 5, paladin 4, ranger 4|NULL|NULL|NULL|5|4|NULL|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4||||||0
Raise Dead||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|healing|1 minute|V, S, M (diamond worth 5,000 gp), DF|1|5000|1|1|1|0|1|touch||dead creature touched|instantaneous|0|0|none; see text|yes (harmless)||Restores life to subject who died as long as one day/level ago.|You restore life to a deceased creature. You can raise a creature that has been dead for no longer than 1 day per caster level. In addition, the subject's soul must be free and willing to return. If the subject's soul is not willing to return, the spell does not work; therefore, a subject that wants to return receives no saving throw. Coming back from the dead is an ordeal. The subject of the spell gains two permanent negative levels when it is raised, just as if it had been hit by an energy-draining creature. If the subject is 1st level, it takes 2 points of Constitution drain instead (if this would reduce its Con to 0 or less, it can't be raised). A character who died with spells prepared has a 50% chance of losing any given spell upon being raised. A spellcasting creature that doesn't prepare spells (such as a sorcerer) has a 50% chance of losing any given unused spell slot as if it had been used to cast a spell. A raised creature has a number of hit points equal to its current HD. Any ability scores damaged to 0 are raised to 1. Normal poison and normal disease are cured in the process of raising the subject, but magical diseases and curses are not undone. While the spell closes mortal wounds and repairs lethal damage of most kinds, the body of the creature to be raised must be whole. Otherwise, missing parts are still missing when the creature is brought back to life. None of the dead creature's equipment or possessions are affected in any way by this spell. A creature who has been turned into an undead creature or killed by a death effect can't be raised by this spell. Constructs, elementals, outsiders, and undead creatures can't be raised. The spell cannot bring back a creature that has died of old age.|<p>You restore life to a deceased creature. You can raise a creature that has been dead for no longer than 1 day per caster level. In addition, the subject's soul must be free and willing to return.</p><p>If the subject's soul is not willing to return, the spell does not work; therefore, a subject that wants to return receives no saving throw.</p><p>Coming back from the dead is an ordeal. The subject of the spell gains two permanent negative levels when it is raised, just as if it had been hit by an energy-draining creature. If the subject is 1st level, it takes 2 points of Constitution drain instead (if this would reduce its Con to 0 or less, it can't be raised). A character who died with spells prepared has a 50% chance of losing any given spell upon being raised. A spellcasting creature that doesn't prepare spells (such as a sorcerer) has a 50% chance of losing any given unused spell slot as if it had been used to cast a spell.</p><p>A raised creature has a number of hit points equal to its current HD. Any ability scores damaged to 0 are raised to 1. Normal poison and normal disease are cured in the process of raising the subject, but magical diseases and curses are not undone. While the spell closes mortal wounds and repairs lethal damage of most kinds, the body of the creature to be raised must be whole.</p><p>Otherwise, missing parts are still missing when the creature is brought back to life. None of the dead creature's equipment or possessions are affected in any way by this spell.</p><p>A creature who has been turned into an undead creature or killed by a death effect can't be raised by this spell. Constructs, elementals, outsiders, and undead creatures can't be raised. The spell cannot bring back a creature that has died of old age.</p>|PFRPG Core|5|cleric/oracle 5, witch 6, shaman 6, spiritualist 5|NULL|NULL|5|NULL|NULL|NULL|NULL|NULL|NULL|6|NULL|5|NULL|NULL|5|NULL|6|NULL|NULL|NULL|NULL|5|NULL|NULL|NULL|Resurrection (5)|||||0
Rally Point|good, mind-affecting, emotion|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0|0|0|0|0|0|enchantment|compulsion|1 standard action|V, S, DF|0|NULL|1|1|0|0|1|5 ft.|one 5-ft. square||1 minute/level|1|0|Will negates (harmless)|yes (harmless)||Square gives good creatures bonuses.|You create a spot that has the power to briefly hearten any good creature who comes into contact with it. A good creature who enters this square (even if simply as part of its normal move) gains a +2 morale bonus on attacks, saving throws, and 2 temporary hit points per caster level for 1 round. Nongood creatures gain no benefit from this spell. A creature cannot benefit more than once from the same casting of this spell.|<p>You create a spot that has the power to briefly hearten any good creature who comes into contact with it. A good creature who enters this square (even if simply as part of its normal move) gains a +2 morale bonus on attacks, saving throws, and 2 temporary hit points per caster level for 1 round. Nongood creatures gain no benefit from this spell.</p><p>A creature cannot benefit more than once from the same casting of this spell.</p>|APG|1|paladin 1|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Rampart|earth|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|conjuration|creation|1 standard action|V, S, M (a handful of earth)|0|NULL|1|1|1|0|0|medium (100 ft. + 10 ft./level)|||instantaneous|0|0|none|no|10-ft.-high earthen wall, in a line up to 10 ft. long/2 levels, or a circle with radius of up to 3 ft. + 1 ft./level|Creates 5-ft.-thick earthen barrier.|You create a massive rampart of hard-packed earth and stone 5 feet thick. The rampart cannot be conjured so that it occupies the same space as another creature or object. Each 5-foot-wide section of the rampart has hardness 0 and 180 hit points. A section of the rampart whose hit points drop to 0 is breached. If a creature tries to break through the rampart with a single attack, the DC for the Strength check is 60. A creature can climb over the rampart with a DC 20 Climb check.|<p>You create a massive <i>rampart</i> of hard-packed earth and stone 5 feet thick. The <i>rampart</i> cannot be conjured so that it occupies the same space as another creature or object. Each 5-foot-wide section of the <i>rampart</i> has hardness 0 and 180 hit points. A section of the <i>rampart</i> whose hit points drop to 0 is breached. If a creature tries to break through the <i>rampart</i> with a single attack, the DC for the Strength check is 60. A creature can climb over the <i>rampart</i> with a DC 20 Climb check.</p>|APG|7|druid 7, sorcerer/wizard 7|7|7|NULL|7|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Rapid Repair||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S, DF|0|NULL|1|1|0|0|1|touch||construct touched|1 round/level|0|0|Fortitude negates (harmless)|yes (harmless)||Construct gains fast healing 5.|The targeted construct gains fast healing 5. This does not stack with any fast healing the construct already has. Fast healing has no effect on a construct that has been brought to 0 hit points or destroyed.|<p>The targeted construct gains fast healing 5. This does not stack with any fast healing the construct already has. Fast healing has no effect on a construct that has been brought to 0 hit points or destroyed.</p>|Ultimate Magic|5|cleric/oracle 5, sorcerer/wizard 5, occultist 4|5|5|5|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|5|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|NULL|NULL|NULL|NULL||||||0
Raven's Flight||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 swift action|V|0|NULL|1|0|0|0|0|personal||you|1 round|0|0|||||You can cast this spell only if it is the first action you take on your turn. In a burst of shadowy feathers, you turn into a Tiny blurred shape reminiscent of a black raven until the beginning of your next turn. You gain a fly speed of 50 feet with good maneuverability, and apply appropriate size modifiers (though your ability scores don't change). Until the beginning of your next turn, you can take only the 5-foot step, move, run, or withdraw actions. If the spell is dispelled while you are still aloft, the power of flight dissipates slowly; you float downward 60 feet on your next turn, then fall any remaining distance.|<p>You can cast this spell only if it is the first action you take on your turn. In a burst of shadowy feathers, you turn into a Tiny blurred shape reminiscent of a black raven until the beginning of your next turn. You gain a fly speed of 50 feet with good maneuverability, and apply appropriate size modifiers (though your ability scores don't change). Until the beginning of your next turn, you can take only the 5-foot step, move, run, or withdraw actions. If the spell is dispelled while you are still aloft, the power of flight dissipates slowly; you float downward 60 feet on your next turn, then fall any remaining distance.</p>|Heroes Of The Wild|2|bard 3, druid 3, inquisitor 3, magus 2, ranger 2, shaman 2, sorcerer/wizard 2, witch 2|2|2|NULL|3|2|3|NULL|NULL|NULL|2|3|NULL|NULL|2|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2||||||0
Ray of Enfeeblement||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|necromancy||1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)|||1 round/level|0|0|Fortitude half|yes|ray|Ray causes 1d6 Str penalty + 1 per 2 levels.|A coruscating ray springs from your hand. You must succeed on a ranged touch attack to strike a target. The subject takes a penalty to Strength equal to 1d6+1 per two caster levels (maximum 1d6+5). The subject's Strength score cannot drop below 1. A successful Fortitude save reduces this penalty by half. This penalty does not stack with itself. Apply the highest penalty instead.|<p>A coruscating ray springs from your hand. You must succeed on a ranged touch attack to strike a target. The subject takes a penalty to Strength equal to 1d6+1 per two caster levels (maximum 1d6+5).</p><p>The subject's Strength score cannot drop below 1. A successful Fortitude save reduces this penalty by half. This penalty does not stack with itself. Apply the highest penalty instead.</p>|PFRPG Core|1|sorcerer/wizard 1, witch 1, magus 1, bloodrager 1, mesmerist 1|1|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1|NULL|NULL|NULL|1|NULL|1|NULL|NULL|NULL|1|NULL|NULL|NULL|NULL|NULL||Accursed (3), Oni (3), Shadow (3), Daemon (3), Ghoul (3)||The Strength penalty increases to 1d8 + 1 per 2 caster levels (maximum +10). If the target fails its save, it's fatigued.||1
Ray of Exhaustion||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|necromancy||1 standard action|V, S, M (a drop of sweat)|0|NULL|1|1|1|0|0|close (25 ft. + 5 ft./2 levels)|||1 min./level|0|0|Fortitude partial; see text|yes|ray|Ray makes subject exhausted.|A black ray projects from your pointing finger. You must succeed on a ranged touch attack with the ray to strike a target. The subject is immediately exhausted for the spell's duration. A successful Fortitude save means the creature is only fatigued. A character that is already fatigued instead becomes exhausted. This spell has no effect on a creature that is already exhausted. Unlike normal exhaustion or fatigue, the effect ends as soon as the spell's duration expires.|<p>A black ray projects from your pointing finger. You must succeed on a ranged touch attack with the ray to strike a target.</p><p>The subject is immediately exhausted for the spell's duration. A successful Fortitude save means the creature is only fatigued.</p><p>A character that is already fatigued instead becomes exhausted.</p><p>This spell has no effect on a creature that is already exhausted.</p><p>Unlike normal exhaustion or fatigue, the effect ends as soon as the spell's duration expires.</p>|PFRPG Core|3|sorcerer/wizard 3, witch 3, magus 3, bloodrager 3, mesmerist 3, spiritualist 3|3|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|NULL|NULL|NULL|3|NULL|3|NULL|NULL|NULL|3|NULL|3|NULL|NULL|NULL||Accursed (7)||||0
Ray of Frost|cold|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)|||instantaneous|0|0|none|yes|ray|Ray deals 1d3 cold damage.|A ray of freezing air and ice projects from your pointing finger. You must succeed on a ranged touch attack with the ray to deal damage to a target. The ray deals 1d3 points of cold damage.|<p>A ray of freezing air and ice projects from your pointing finger.</p><p>You must succeed on a ranged touch attack with the ray to deal damage to a target. The ray deals 1d3 points of cold damage.</p>|PFRPG Core|0|sorcerer/wizard 0, magus 0|0|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|0|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Ray of Sickening||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|necromancy||1 standard action|V, S, M (a drop of sweat)|0|NULL|1|1|1|0|0|close (25 ft. + 5 ft./2 levels)|||1 min./level|0|0|Fortitude partial; see text|yes|ray|Ray makes the subject sickened.|This spell functions as ray of exhaustion, except the target is sickened if it fails its save and unaffected if it makes its save.|<p>This spell functions as <i>ray of exhaustion</i>, except the target is sickened if it fails its save and unaffected if it makes its save.</p>|Ultimate Magic|1|cleric/oracle 1, druid 1, sorcerer/wizard 1, summoner 1, witch 1, bloodrager 1, mesmerist 1|1|1|1|1|NULL|NULL|NULL|NULL|1|1|NULL|1|NULL|NULL|NULL|1|NULL|NULL|NULL|1|NULL|NULL|NULL|NULL|1|Plague (1)|||||0
Read Magic||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|divination||1 standard action|V, S, F (a clear crystal or mineral prism)|0|NULL|1|1|0|1|0|personal||you|10 min./level|0|0||||Read scrolls and spellbooks.|You can decipher magical inscriptions on objects-books, scrolls, weapons, and the like-that would otherwise be unintelligible. This deciphering does not normally invoke the magic contained in the writing, although it may do so in the case of a cursed or trapped scroll. Furthermore, once the spell is cast and you have read the magical inscription, you are thereafter able to read that particular writing without recourse to the use of read magic. You can read at the rate of one page (250 words) per minute. The spell allows you to identify a glyph of warding with a DC 13 Spellcraft check, a greater glyph of warding with a DC 16 Spellcraft check, or any symbol spell with a Spellcraft check (DC 10 + spell level). Read magic can be made permanent with a permanency spell.|<p>You can decipher magical inscriptions on objects-books, scrolls, weapons, and the like-that would otherwise be unintelligible. This deciphering does not normally invoke the magic contained in the writing, although it may do so in the case of a cursed or trapped scroll. Furthermore, once the spell is cast and you have read the magical inscription, you are thereafter able to read that particular writing without recourse to the use of <i>read magic.</i> You can read at the rate of one page (250 words) per minute. The spell allows you to identify a <i>glyph of warding</i> with a DC 13 Spellcraft check, a greater <i>glyph of warding</i> with a DC 16 Spellcraft check, or any <i>symbol</i> spell with a Spellcraft check (DC 10 + spell level).</p><p><i>Read magic</i> can be made permanent with a <i>permanency</i> spell.</p>|PFRPG Core|0|bard 0, cleric/oracle 0, druid 0, paladin 1, ranger 1, sorcerer/wizard 0, summoner 0, witch 0, inquisitor 0, magus 0, shaman 0, occultist 0, psychic 0, mesmerist 0, spiritualist 0|0|0|0|0|1|0|1|NULL|0|0|0|0|1|0|0|NULL|0|0|NULL|0|0|0|NULL|NULL|0||||||0
Read Weather||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|divination||1 minute|V, S, F (a set of marked sticks or bones worth at least 25 gp)|1|25|1|1|0|0|0|personal||you|instantaneous|0|0|||||This spell allows you to forecast the weather at your location for the next 48 hours, providing you with advance warning of storms, tornadoes, and so on. This forecast reveals only the weather that would arise naturally, and does not take into account any magical occurrences that might change the weather.|<p>This spell allows you to forecast the weather at your location for the next 48 hours, providing you with advance warning of storms, tornadoes, and so on. This forecast reveals only the weather that would arise naturally, and does not take into account any magical occurrences that might change the weather.</p>|Inner Sea Gods|1|bard 1, cleric/oracle 1, druid 1, ranger 1, witch 1|NULL|NULL|1|1|1|1|NULL|NULL|NULL|1|NULL|1|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|1||||||0
Reaper's Coterie|evil|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|necromancy||1 standard action|V, S, DF|0|NULL|1|1|0|0|1|touch||weapon touched|1 round/level|0|0|none|no|||The target weapon becomes a reservoir of spiritual energy, fueling its destructive power by drawing in a tiny fragment of the essence of each creature it is used to defeat. When the targeted weapon is used to reduce a living creature to 0 or fewer hit points, it gains a +1 profane bonus on damage rolls. This bonus increases by 1 for each creature reduced to 0 hit points or fewer with that weapon, up to a maximum bonus equal to 1/2 your caster level.|<p>The target weapon becomes a reservoir of spiritual energy, fueling its destructive power by drawing in a tiny fragment of the essence of each creature it is used to defeat. When the targeted weapon is used to reduce a living creature to 0 or fewer hit points, it gains a +1 profane bonus on damage rolls. This bonus increases by 1 for each creature reduced to 0 hit points or fewer with that weapon, up to a maximum bonus equal to 1/2 your caster level.</p>|Melee Tactics Toolbox|3|antipaladin 2, bloodrager 2, cleric/oracle 3, inquisitor 3, witch 3|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|3|3|3|2|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Reboot||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 round|V, S, F (a ruby worth at least 25 gp per HD of the target construct)|1|25|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||one destroyed construct of up to 2 HD/level|1 round/level|1|0|none|no|||Whispering in the dense, information-rich machine language of the First Ones, you bring a destroyed construct back to operational status for a short time, restoring it to 1 hit point. The construct can be further healed with spells like make whole, but it returns to its destroyed state as soon as this spell's duration expires or it is brought to 0 hit points, whichever comes first. As long as the construct is active, it obeys your commands to the best of its ability, fighting on your behalf and carrying out tasks that it is capable of performing. Constructs with more than twice as many Hit Dice as your caster level cannot be targeted by this spell.|<p>Whispering in the dense, information-rich machine language of the First Ones, you bring a destroyed construct back to operational status for a short time, restoring it to 1 hit point. The construct can be further healed with spells like <i>make whole</i>, but it returns to its destroyed state as soon as this spell's duration expires or it is brought to 0 hit points, whichever comes first. As long as the construct is active, it obeys your commands to the best of its ability, fighting on your behalf and carrying out tasks that it is capable of performing.</p><p>Constructs with more than twice as many Hit Dice as your caster level cannot be targeted by this spell.</p>|People Of The Stars|5|cleric/oracle 5, sorcerer/wizard 5, summoner 4, witch 5|5|5|5|NULL|NULL|NULL|NULL|NULL|4|5|NULL|5|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Rebuke|sonic|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|evocation||1 standard action|V, S, DF|0|NULL|1|1|0|0|1|20 ft.|20-ft.-radius burst centered on you||instantaneous|0|0|Fortitude partial|yes||Foes take 1d8 damage/two caster levels (max 5d8).|Your wrathful words cause physical harm to your enemies. Your enemies take 1d8 points of damage per two caster levels (maximum 5d8) and are staggered for 1 round. Half of this damage is sonic damage, but the other half results directly from divine power and is therefore not subject to being reduced by resistance to sonic-based attacks. is especially devastating to foes who worship your god, inflicting 1d6 points of damage per caster level (maximum 10d6) and stunning them for 1d4 rounds. A successful Fortitude save halves the damage and negates the staggering or stunning effect. Enemies do not need to hear a rebuke to be harmed by it, but it is negated by magical silence.|<p>Your wrathful words cause physical harm to your enemies.</p><p>Your enemies take 1d8 points of damage per two caster levels (maximum 5d8) and are staggered for 1 round. Half of this damage is sonic damage, but the other half results directly from divine power and is therefore not subject to being reduced by resistance to sonic-based attacks. is especially devastating to foes who worship your god, inflicting 1d6 points of damage per caster level (maximum 10d6) and stunning them for 1d4 rounds. A successful Fortitude save halves the damage and negates the staggering or stunning effect.</p><p>Enemies do not need to hear a <i>rebuke</i> to be harmed by it, but it is negated by magical silence.</p>|APG|4|inquisitor 4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|Judgment (4)|||||0
Rebuke Technology||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S, F/DF (powdered fragments of technology)|0|NULL|1|1|0|0|1|medium (100 ft. + 10 ft./level)||one technological object or creature|1 round/level|0|0|Fortitude negates (object)|yes (object)|||You shroud the targeted technological object or creature (such as a robot or a nanotech swarm) with magical energy. If the targeted creature fails to resist the spell, it is rendered inert and unusable (or unconscious in the case of creatures) for the spell's duration. A creature can attempt a new Fortitude saving throw to end the effect early at the end of its turn after the first full round it is affected by this spell.|<p>You shroud the targeted technological object or creature (such as a robot or a nanotech swarm) with magical energy.</p><p>If the targeted creature fails to resist the spell, it is rendered inert and unusable (or unconscious in the case of creatures) for the spell's duration. A creature can attempt a new Fortitude saving throw to end the effect early at the end of its turn after the first full round it is affected by this spell.</p>|Technology Guide|4|druid 4, sorcerer/wizard 4|4|4|NULL|4|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|4||||||0
Recentering Drone||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|abjuration||1 standard action|V, S, DF|0|NULL|1|1|0|0|1|close (25 ft. + 5 ft./2 levels)||one creature/2 levels (no two of which may be more than 30 ft. apart)|concentration|0|0|Will negates (harmless)|yes (harmless)|||You emit a calming subsonic drone that allows the targets to temporarily refocus and restore their balance when they're suffering from debilitating conditions. A target with the dazzled, fatigued, shaken, or sickened condition ignores the penalties of those conditions for the duration of this spell. A target with one of the following conditions is treated as having the associated lesser condition for the duration of the spell, as shown by the following table. Condition Lesser Condition Blinded Dazzled Exhausted Fatigued Frightened Shaken Nauseated Sickened At the end of the spell's duration, the targets are again subject to the appropriate penalties if the original conditions affecting the target are still in effect.|<p>You emit a calming subsonic drone that allows the targets to temporarily refocus and restore their balance when they're suffering from debilitating conditions. A target with the dazzled, fatigued, shaken, or sickened condition ignores the penalties of those conditions for the duration of this spell. A target with one of the following conditions is treated as having the associated lesser condition for the duration of the spell, as shown by the following table.</p><table><thead><tr><th>Condition</th><th>Lesser Condition</th></tr></thead><tbody><tr><td>Blinded</td><td>Dazzled</td></tr><tr><td>Exhausted</td><td>Fatigued</td></tr><tr><td>Frightened</td><td>Shaken</td></tr><tr><td>Nauseated</td><td>Sickened</td></tr></tbody></table><p>At the end of the spell's duration, the targets are again subject to the appropriate penalties if the original conditions affecting the target are still in effect.</p>|Champions Of Balance|2|cleric/oracle 2, druid 2|NULL|NULL|2|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2||||||0
Recharge||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|evocation||1 round|V, S, M (500 gp of diamond dust)|1|500|1|1|1|0|0|touch||object touched|instantaneous|0|0|Fortitude negates (object)|yes (object)|||You restore up to 1 charge per level to a battery or half that number of charges to a technological item capable of being charged by a battery. If you recharge a battery, there is a 20% chance that the battery is destroyed by the attempt. If you restore more charges than the item can hold, the item must succeed at a Fortitude saving throw or take 1d6 points of electricity damage for each excess charge. This spell provides no knowledge of how many charges an item can safely hold, but you can choose to bestow fewer charges than the maximum allowed to reduce the risk; you must declare how many charges you are restoring before casting this spell.|<p>You restore up to 1 charge per level to a battery or half that number of charges to a technological item capable of being charged by a battery. If you recharge a battery, there is a 20% chance that the battery is destroyed by the attempt. If you restore more charges than the item can hold, the item must succeed at a Fortitude saving throw or take 1d6 points of electricity damage for each excess charge. This spell provides no knowledge of how many charges an item can safely hold, but you can choose to bestow fewer charges than the maximum allowed to reduce the risk; you must declare how many charges you are restoring before casting this spell.</p>|Technology Guide|3|bard 2, cleric/oracle 3, magus 3, sorcerer/wizard 3|3|3|3|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|3|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
Recharge Innate Magic||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S|0|NULL|1|1|0|0|0|personal||you|instantaneous|0|0|||||You channel magic energy into your own aura, recharging your innate magic abilities. You regain one use of all 0-level and 1st-level spell-like abilities you can use as a result of a racial trait.|<p>You channel magic energy into your own aura, recharging your innate magic abilities. You regain one use of all 0-level and 1st-level spell-like abilities you can use as a result of a racial trait.</p>|Advanced Race Guide|1|alchemist 1, bard 1, cleric/oracle 1, druid 1, inquisitor 1, magus 1, sorcerer/wizard 1, witch 1, psychic 1, mesmerist 1|1|1|1|1|NULL|1|NULL|1|NULL|1|1|1|NULL|1|NULL|NULL|NULL|1|NULL|1|NULL|NULL|NULL|NULL|1||||||0
Reckless Infatuation|emotion, mind-affecting|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|enchantment|compulsion|1 standard action|V, S|0|NULL|1|1|0|0|0|close (25 ft. + 5 ft./2 levels)||one creature|1 day/level|0|0|Will negates|yes||Target is compelled to stay near another.|You fill your target with feelings of intense infatuation for a specific individual known to the target. At the time of the casting, you designate a single creature as the focus of the target's desire. Thereafter, the target does all it can to remain within 30 feet of the object of its desire. If the target moves outside this range, it gains the staggered condition until it is again near the focus of its desire. If remaining within 30 feet of the focus of its affection would place the target in obvious physical danger, the target can attempt a second save to break the spell's effect. Reckless infatuation counters unadulterated loathing.|<p>You fill your target with feelings of intense infatuation for a specific individual known to the target. At the time of the casting, you designate a single creature as the focus of the target's desire.</p><p>Thereafter, the target does all it can to remain within 30 feet of the object of its desire. If the target moves outside this range, it gains the staggered condition until it is again near the focus of its desire. If remaining within 30 feet of the focus of its affection would place the target in obvious physical danger, the target can attempt a second save to break the spell's effect.</p><p><i>Reckless infatuation</i> counters <i>unadulterated loathing</i>.</p>|Ultimate Magic|3|bard 2, sorcerer/wizard 3, witch 3, psychic 3, mesmerist 2|3|3|NULL|NULL|NULL|2|NULL|NULL|NULL|3|NULL|NULL|NULL|NULL|NULL|NULL|NULL|3|NULL|2|NULL|NULL|NULL|NULL|NULL||||||0
Recoil Fire||0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|transmutation||1 standard action|V, S, M (hoof shavings from a mule)|0|NULL|1|1|1|0|0|close (25 ft. + 5 ft./2 levels)||1 firearm|instantaneous|0|0|Will negates (object)|yes (object)||Ammunition in the targeted firearm generates excessive recoil.|The target firearm suddenly fires of its own volition, even if it is unloaded, generating a recoil so great that the wielder or carrier of the firearm must scramble to hold onto it and becomes flat-footed until the start of his next turn. If the wielder is already flat-footed, he is instead knocked prone. If the firearm was loaded, that ammunition is wasted.|<p>The target firearm suddenly fires of its own volition, even if it is unloaded, generating a recoil so great that the wielder or carrier of the firearm must scramble to hold onto it and becomes flat-footed until the start of his next turn. If the wielder is already flat-footed, he is instead knocked prone. If the firearm was loaded, that ammunition is wasted.</p>|Ultimate Combat|2|sorcerer/wizard 2, witch 2|2|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|2|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULL||||||0
