name|type|description|prerequisites|benefits|Metaconstruction|Convergence|Psionic|Surge|Technique|Cerulean_Seas|Item_Creation|Conduit|General|Gather_Power|Metapsionic|Kineticist|Akashic|Confluence|teamwork|Shifting|Combat|Metamagic|Heritage|Style|Mineralite_Racial|Projected_Form
Venemous Strike (Combat)|Combat|A poisonous sting accompanies your attacks.|nature magicacg or the ability to cast druid or ranger spells; vital strike, knowledge (nature) 5 ranks.|you can use this a number of times per day equal to your wisdom modifier (minimum 1). you can choose to use this ability as a free action after you hit the enemy with the attack. this is a supernatural ability.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Venomous Maw|Combat|You possess venom that you can use to incapacitate foes. Araenae Venom Price N/A; Weight  Type contact, injury; Save Fortitude DC (10 + 1/2 Level + Constitution mod + 2) Frequency 1/round for 6 rounds Effect 1d3 Dexterity damage Cure 1 save Araenae Venom (Unchained) Price N/A; Weight  Type poison, contact, injury; Save Fortitude DC (10 + 1/2 Level + Constitution mod + 2) Track Dexterity (special); Frequency 1/round for 6 rounds Effect SluggishStiffenedStaggeredImmobileImmobile; the second Immobile is an end state Cure 1 save|con 12, araenae|you possess a dangerous toxin known as araenae venom that is delivered by your bite attacks. alternatively, you can coat one of your weapons in your venom a number of times per day equal to your constitution modifier +  your character level (minimum 1) as a swift action. you are never at risk of poisoning yourself with your venom, and are immune to the effects of araenae venom. this venom is highly volatile with air, oxidizing and becoming inert after 1 minute if not used to attack a creature. this volatility also makes it worthless to sell or store.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Victorious Recovery|Combat|You learn how to use victory over a foe to your advantage, repositioning yourself and recovering a martial maneuver.|able to initiate maneuvers.|once per encounter, you may recover maneuvers equal to your initiator modifier when you reduce an opponent to zero or less hit points.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Vortex Rush|Combat|You trace paths of elemental fury across the battlefield.|two elemental flux maneuvers known, two fools errand maneuvers known.|while you maintain an elemental flux stance, whenever you move as part of a maneuver or combat maneuver, or force creatures to move as part of a maneuver or combat maneuver (including when dragging a locked creature), you and those creatures leave behind a trail of energy in every square exited during the movement. creatures entering or passing through a trail takes points of damage equal to your initiation modifier of your active element's associated energy type. a creature can only take this damage once per action; for example, if a creature moved (or was dragged) across a trail multiple times in the same action, they would only take the damage once. each trail you create with this feat is considered to be part of the same trail for the purposes of damaging creatures multiple times, and your trails vanish one round after you make them. you do not take damage from your own trails, and may suppress or resume this ability as a free action. this is a supernatural ability.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Warriors Focus|Combat, Psionic|You have mastered a subdivision within your psyche that thinks only of battle.|must possess the warriors path class feature.|you gain an additional psionic focus, a special type dedicated to combat and the warriors path; this focus is gained and used exactly like the characters normal psionic focus, but may only be used to maintain or use your warriors path class feature.|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Weaken the Prey|Combat|The weak crumble before your power.|one cursed razor, eternal guardian or steel serpent maneuver known.|cursed creatures, diseased creatures, and creatures suffering from ability damage take a 2 penalty on saving throws against your maneuvers.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Weapon Group Adaptation|Combat|You specialize in a specific family of weaponry, adapting many techniques to suit them.|special you can take this feat multiple times. each time you take the feat, you choose a different weapon group to gain its benefits for. in addition, once you reach base attack bonus +5, this feat counts as the weapon training class feature with the chosen fighter weapon group for the purpose of weapon mastery feat and what weapons you can use with weapon mastery feats.|choose a weapon group (excluding siege weapons and siege firearms). that weapon group is considered associated with disciplines you have access to.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Web Expertise|Combat|You have gained further expertise in using your webs.|web special ability|additionally, you gain the following with your webs|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Winds of War|Combat|Those you have Claimed cannot hide, and now they can no longer even run.|ability to claim creatures.|you gain a +5-foot bonus to each of your movement speeds. this bonus increases by +5 feet for each creature you currently have claimed.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Wooden Form|Combat|Your body is one of dense hardwood rather than stone. The armor bonus granted by your Stone body trait is reduced by 1 (to a minimum of 0), but your base land speed is increased by 10 feet, you are treated as unarmored for the purposes of effects and abilities, and you gain a +5 racial bonus on Stealth checks while in undergrowth, forests, jungles, marshes and swamps. This bonus is doubled if you make a Stealth check and only move 5 or fewer feet in any given round. You also weigh half as much as a normal mossling with a stone body of your wooden bodys size.|special unlike most feats, this feat must be taken at first level during character creation and can never be retrained. you cannot select both this feat and the adamantine ore, mithral ore or necrofrom mossling feats. additionally, this feat may be selected as a bonus feat by any class who gains a bonus feat of your choice at 1st level, even if it doesnt normally meet the for those feats (such as a monks bonus feat).|your body is formed around a fallen log or stump made of dense hardwood rather than a boulder. your wooden body reduces your durability slightly, but increases your mobility and your ability to hide in your forested home.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Wrack and Ruin|Combat|You leave your cursed victims bleeding and torn.|wrack class feature.|your attacks against cursed creatures deal additional bleed damage equal to your wisdom modifier.|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0
Greater Planar Infusion|Conduit|You have mastered the powers of another plane.|improved planar infusion, planar infusion, character level 13th.|choose a plane for which youve gained an improved infusion via improved planar infusion. you gain that planes greater infusion as well.|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Improved Planar Infusion|Conduit|Your connection to the planes has grown stronger.|planar infusion, character level 7th.|choose a plane youve gained an infusion from via planar infusion. you now gain that planes improved infusion as well.|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Planar Infusion|Conduit|After enduring hardship on another plane, your body, mind, and soul have become infused with that planes power. Planar infusions that take actions to activate are supernatural abilities unless they specifically allow for the use of a spell, in which case they are spell-like abilities. Your caster level for spell-like abilities granted by a planar infusion is equal to your Hit Dice (maximum CL 20th). All other planar infusions are extraordinary abilities. Special You can take this feat multiple times. Each time you do, you must select another plane for which you qualify. In cases where the specific effects of Planar Infusion are identical, the effects do not stack. Basic The drifting vapors of the Stairway shroud and protect you. You gain a +1 bonus on Fortitude saves, a +2 bonus on CMD against being restrained or removed from combat, and a +2 bonus on Stealth skill check where vapors are not out of place (GMs discretion). When you gather surging essence, you gain an additional point of temporary essence. Improved You can call the Mist from the Cloud Stairway as a swift action a number of times per day equal to your highest Mental Ability Score modifier. This grants you 1 temporary essence which you may immediately invest as part of the action (and reallocate other essence as usual) and concealment in the space you occupy for 1 round. While in this mist, you may make Stealth checks as though unobserved. Greater You have learned to take into your being the essence of the Mist. You gain 1 point of essence. You may take essence burn to activate the following spell-like abilities undetectable alignment (2 essence burn), monstrous physique I (3 essence burn), monstrous physique II (3 essence burn), and monstrous physique III (4 essence burn). You caster level for these abilities is equal to your character level. Basic The essence of the Dark Shogunate has seeped into your being. You are granted a measure of the dark, silent cold of the Realm. Every time you inflict cold damage to a living creature you may gain 1 temporary essence for 1 minute from this infusion if you do not already have any. You may invest essence in this Planar Infusion feat. For each essence you do you gain a +1 insight bonus to Stealth and 1 point of resistance to cold damage. As long as you have at least one point of essence invested in this feat you are protected against environmental cold in a manner similar to an endure elements. Improved You carry the stain of Izanamis tears within your flesh. You may inflict a special version of contagion as a spell-like ability once per day. You may inflict this contagion through any effect or ability that deals cold damage. Creatures failing against the afflicted disease and allies around them suffer a -1 morale penalty to saving throws, AC, attack rolls, and damage. This penalty increases at 10th level and every 5 levels there after to a maximum of -4 at 20th level. If the creature fails its save and contracts a disease, you gain 2 temporary essence for 1 minute. Essence gained from this ability stacks with other sources of temporary essence (including other infusions). It is a supernatural ability and an [emotion] effect. Greater You weep dark tears of ultimate sorrow and loss once per day as a standard action. Enemy creatures near you treat this as a though your shed tears were a symbol of weakness. You gain up to 1 temporary essence plus 1 additional temporary essence for each creature that takes Strength damage from this ability, to a maximum of 5 temporary essence. Temporary essence lasts for 1 minute. Additionally, once per day you may as an immediate action take 5 points of essence burn to cause the tears to trigger a symbol of death effect on any creature still is suffering Strength damage from the tears original effect. Basic The Kingdoms perspectives of adaptation and balance have become your own. You gain a +1 bonus on Will saves, a +1 bonus on Diplomacy checks for each step a creatures alignment differs from your own. Diplomacy also becomes a class skill if it is not already. When on a non-Neutral plane you gain 1 essence. Improved You have learned to mitigate the powers of extremes. After meditating on the principles of Balance for 1 hour, you are protected by the Kingdom. Against any attack from a creature with a single neutral alignment component you gain DR 5/- and 5 resistance to acid, cold, electricity, and fire. Against the attacks of creatures with no neutral alignment component these resistances and damage reduction increase to 10. The first time in a day this ability prevents damage from a specific creature you gain 1 temporary essence for 1 minute. This ability may prevent up to 10 points of damage per hit die. Basic The calm of the Interdiction of the Quiet Lands has become part of you. You gain a +1 bonus on saves, effects from creatures with an alignment type [other than the optional Neutral subtype], a +2 bonus on CMD against being bull-rushed or repositioned, and a +2 bonus on a skill check of your choice between Autohypnosis, Perception, or Sense Motive. Whenever you successfully save against an aligned effect, if you have no temporary essence from this infusion you gain 1 point of temporary essence for 1 minute. Improved You are moving into true alignment with the energies of the Quiet Lands. When drawing in essence from crystallized essence you gain 1 additional point of temporary essence (with the same descriptors as the crystal. While investing temporary essence from crystallized essence into a class ability, feat, or veil you gain a +1 insight bonus to saves against [evil] or [good] effects, powers, and spells. Greater You unlock the deepest mysteries of the power of crystallized essence. You may as a standard action tap a shard of crystallized essence to shape a spell or power effect that matches the descriptor of the crystallized essence. The spell or power must be one level lower than the amount essence in the crystal. This process is not easy and requires a Knowledge (arcana) check with a DC equal to 15 + twice the level of the power or effect. Psionic powers created in this manner have manifester levels equal to the minimum required to manifest them. Basic Valhalla has awakened the spark of eternal heroism within you. You gain a +1 bonus on Fortitude saves, a +2 bonus on CMD against being restrained or removed from combat, and a +2 bonus on a skill check of your choice between Fly, Intimidate, or Perform. Improved You are imbued with the flight of the valorous. So long as you are below half your total hit points you may, as a swift action, manifest a pair of magical wings appropriate to your nature. These wings grant you the effects of overland flight for up to one hour per level each day. While the wings are active you gain 1 point of essence. Greater You rise from defeat the first time your hit points fall below 0 each day. Treat this as though a breath of life spell had just been cast on you with a caster level equal to your character level. This effect can return you to life even if you are dead under the normal rules of the spell though you are staggered for one round after returning to life in this manner. You gain 3 temporary essence for 1 minute when this ability activates.|benefit your body, mind, or soul gains a benefit of some sort as a result of your infusion with the plane of your choice for which you meet the . details on planar infusions can be found below.|greater you have made allies with the very winds of the kingdoms, and may ride them from one to the next. by taking 3 points of essence burn you may cast communal air walk as a spell-like ability. you may use this ability a number of times per day equal to your wisdom or highest veilweaving ability bonus. creatures ing from your communal air walk also gain a +1 insight bonus to initiative and will saves.|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0
Adaptable Confluential Partnership|Confluence, Teamwork|You have learned to adapt your storms to better meld with your allys.|confluential partnership|each day when you shape your veils, you can change the [confluence] feat you have selected with confluential partnership. if you have selected that feat multiple times, you can change the [confluence] feat selected for each instance of the feat.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
Burning Ash|Confluence|Ash and flames mix in the sky above your storm, raining poisonous flaming death upon your foes.|ability to shape two or more storm veils, ability to shape the conflagration and the devastation storm veils.|when you have both the conflagration and the devastation storm veils shaped, their abilities combine to form a storm of toxic, flaming ash. when a creature is struck by the conflagration, or caught in one of its explosions, they must make a fortitude saving throw or take 1 constitution damage, plus an additional point of constitution damage per 3 essence invested in the devastation. the dc of this fortitude save is equal to the dc of the devastation. this is a poison effect. the devastation deals an additional 1d6 fire damage, plus 1d6 per 3 essence invested in the conflagration. this damage is halved if the creature succeeds on their fortitude save versus the devastation.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Burning Shards|Confluence|Meteoric shards of metal fall from the sky, burning and raising all who they strike. When you shape both veils at the same time, The Shardrain gains the Fire descriptor and the shards of metal created by it are infused with burning heat. Creatures struck by one of these shards risk catching fire, as if they were struck by a ball of fire and ash created by The Conflagration. This uses The Conflagrations saving throw DC, and deals damage as per the Conflagration.|ability to shape two or more storm veils, ability to shape the conflagration and the shardrain storm veils.|your balls of ash and fire created by the conflagration are filled with shards of heated metal. whenever you use an ability of the conflagration, you may choose to have it deal slashing and piercing damage instead of bludgeoning damage. if you choose to, the shards gain any enhancement bonuses to attack and damage rolls granted by the shardrain. damage granted by this bonus is an increase to the veils slashing and piercing damage.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Bursting Blooms|Confluence|Your storms nurture life to the extinction of all else; blooms turn toxic, plants strangling life. When you use the standard action ability of The Infestation to create a burst of spores, you can cause those spores to additionally take root upon any terrain within the burst, causing them to grow as if they were natural vegetation when determining the effects of The First Bloom. When you use the standard action ability of The Infestation, rather than creating a burst of spores you can choose to have all vegetation within the area of your storm affected by The First Bloom to release spores instead. These spores affect every creature within a space of difficult terrain created by The First Bloom, rather than in a burst. When you use the standard action ability of The First Bloom, you can cause creatures to also become infected as per The Infestation if they fail their saving throw. If the creature ends this entanglement, the infection bursts as if they took damage.|ability to shape two or more storm veils, ability to shape the first bloom and the infestation storm veils.|when you have both the first bloom and the infestation veils shaped, you may use the abilities of these veils in the following ways|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Confluential Partnership|Confluence, Teamwork|You have learned to work with another wielder of the storm to combine your storms into a confluence. You and your ally must both possess this feat and have chosen the same [confluence] feat using it. You and your ally must both have shaped one of the two veils required for the chosen [confluence] feat each, and must have both of the required veils shaped between the two of you. You and your ally must both be within the area of each others Storm veil. Additionally, you and your allys Storm veils treat the area of the other Storm that is part of the confluence as part of their Storm when determining its area. You and your ally must still remain within the initial area of your respective Storm veils to maintain the conditions required for this feat. Special This feat can be selected multiple times, selecting a new [confluence] feat each time it is selected.|while meeting those , you and your ally gain the benefits of the chosen [confluence] feat, using your storm veils statistics and essence when determining any effects related to your storm veil, and your allys storm veils statistics and essence when determining any effects related to their storm veil.|if you have multiple allies with this feat who meet the conditions to trigger a confluence, you may use the of this feat with each ally who meets the conditions at the same time. when determining the effects of the [confluence] feat you choose which allys veil you wish to use the statistics of when determining the effects of the [confluence] feat on your veil each time the effect is triggered.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0
Chilling Embrace|Confluence|The world slows around you as the heat and life drain from everything within your storm, the calm sleep of winter taking hold.|ability to shape two or more storm veils, ability to shape the blizzard and the permafrost storm veils.|when you have both the blizzard and the permafrost storm veils shaped, their abilities combine to emulate the chilling embrace of a deadly winter storm. when a creature takes cold damage from the blizzard, the damage they take is increased by 1d3 cold damage per 3 essence invested in the permafrost. a creature who takes damage from the rain of icy shards of the permafrost must make a fortitude saving throw using the blizzards dc, or suffer a -2 penalty to the blizzards saving throws for 1 round, plus 1 round per 3 essence invested in the blizzard. this penalty does not stack with itself. the radius of the permafrosts cylinder increases by 5 feet per 3 essence invested in the blizzard.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Crystal Torrent|Confluence|Wind begins to swirl, pulling crystalline shards from the air into cyclones of whirling, frigid death.|ability to shape two or more storm veils, ability to shape the crystalline and the cyclone storm veils.|when at least 3 points of essence are invested in both the crystalline and the cyclone, the storms merge in effect, carrying shards of dangerous crystal ice along with the cyclones. if a cyclone you have created enters one of your crystal pillars, or if you create a crystal pillar on top of one of your cyclones, the pillar is picked up by the cyclone, causing it to swirl with deadly ice, destroying the pillar. a cyclone can only pick up a single crystal pillar. until the end of your next turn, you gain a +1 bonus to your cmb when making bull rushes using that cyclone, plus an additional +1 per 3 essence invested in the crystalline, and the first creature bull rushed by the affected cyclone is affected as if it triggered the crystal pillar, with a +1 increase to its saving throw dc per 3 points of essence invested in the cyclone.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Devastating Fallout|Confluence|Your ash brings a lingering and invisible death upon all who it touches Penalties imposed by The Devastation persist until the creature has cured their ability damage caused by The Fallout, even if they leave the area of the storm, and the saving throw DC of each veil is increased by +1 per 3 points of essence invested in the other veil. For example; if 6 essence were invested in The Devastation and 3 in The Fallout, The Devastation would have a DC of 17 + your veilweaving modifier, and The Fallout would have a DC of 15 + your veilweaving modifier. Additionally; if you have bound both The Devastation and The Fallout to your Storm chakra, not only are plants in the area of your storm diminished, the area your storm passes over is also left mildly radioactive. The area counts as Low radiation for a number of days equal to the number of points of essence invested in The Fallout. Unlike normal radiation, this radiation deals ability damage instead of drain and does not stack with ability damage caused by The Fallout.|ability to shape two or more storm veils, ability to shape the devastation and the fallout storm veils.|while you have both the devastation and the fallout shaped, their powers combine to devastate creatures and plants within your storms area with poison and radiation.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Freezing Shards|Confluence|Frozen shards of metal hail down from the sky, chilling the flesh as it cuts to bone. When you shape both veils at the same time, The Shardrain gains the Cold descriptor and the shards of metal created by it are infused with freezing cold. Creatures struck by a shard must make a Fortitude saving throw or have their flesh dangerously chilled, halving their movement speeds (minimum 5 feet) and imposing a -5 penalty on Acrobatics checks. Each round at the end of their turn they make a new Fortitude saving throw to end this penalty. These saving throws use The Permafrosts saving throw DC. If you strike a creature already under the effects of this ability with your supercooled shards they do not make additional saves, they instead take a number of additional points of cold damage on a successful hit equal twice the number of points of essence invested in The Permafrost.|ability to shape two or more storm veils, ability to shape the permafrost and the shardrain storm veils.|your shards of ice created by the permafrost are laced with fine shards of supercooled metal. whenever you use an ability of the permafrost, you can choose to have any piercing damage it deals to count as both piercing and slashing damage. if you choose to, the shards gain any enhancement bonuses to damage rolls granted by the shardrain, and the initial saving throw dc to avoid being damaged by the shards increases by +1 per 2 points of essence invested in the shardrain. damage granted by this bonus is an increase to the veils slashing and piercing damage.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Frigid Fog|Confluence|Fog swirls amidst chilling air, freezing those it touches in place.|ability to shape two or more storm veils, ability to shape the enshrouding and the rime storm veils.|for every 3 points of essence invested in the enshrouding, the cold damage dealt and temporary hit points granted by the rime increase by 2. when you have at least 3 points of essence invested in the rime, the fog created by the enshrouding becomes bitterly cold, quickly freezing creatures in its area. whenever a creature ends their turn in the area of the storm, they gain a +1 natural armor bonus to their ac per 3 essence invested in the rime (this ac stacks with other sources of natural armor), and must make a reflex saving throw using the enshrouding to determine its dc. on a failed saving throw the affected creature is frozen in place, becoming entangled and rooted to the floor until the end of their next turn. if the creature was airborne, swimming, or not touching the ground through another means, they are entangled but not rooted to their current position. a creature with immunity to cold damage automatically passes this saving throw, and a creature with resistance to cold damage gains a +1 bonus to their saving throw for every 5 points of cold resistance they possess.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Healing Deluge|Confluence|Your mastery over the healing aspects of water has allowed your deluge of rain to wash the injuries from your foes. If you have bound both of these veils to your Storm chakra, whenever you grant a creature temporary hit points using The Deluge, you can burn a point of essence invested in either The Cleansing Rain or The Deluge to allow that creature to make a new saving throw against an effect they are suffering from, as per The Cleansing Rains bind effect. If you wish to allow multiple creatures to reroll a saving throw, you must take a point of essence burn for each creature.|ability to shape two or more storm veils, ability to shape the cleansing rain and the deluge storm veils.|when you have both the cleansing rain and the deluge veils shaped, for every hour a creature spends within the effects of the cleansing rain they are healed 1d6 hit points, plus an additional 1d6 hit points for every point of essence invested in the deluge.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Inverse Coalescence|Confluence|Dark meets light, positive blends with negative. The very forces of life and death buckle at your command. Additionally while both veils are shaped, whenever a creature is affected by the standard action ability of either veil you may choose whether you affect them as if they were being affected by your choice of those two veils. For example; if you target four creatures you could choose to treat two as if they were affected by The Gleaming and two as if they were affected by The Gloaming (or any combination of those two veils). When doing so, you use the veil invested with the most essence when determining the effects of both veils. For every 3 points of essence invested in the lesser-invested veil, calculate the healing and damage done by the effect as if the greater-invested veil were invested with one additional point of essence. If both veils are invested with the same amount of essence, choose which counts as the greater-invested veil and which counts as the lesser. If you have the ability to bind veils to your Storm chakra, at the end of your turn you may choose to affect each creature in the area of your veils with either the effects of The Gloaming, the effects of The Gleaming, or both. Your choice applies to each creature in the area. Each veil uses its own invested essence when determining its effects.|ability to shape two or more storm veils, ability to shape the gloaming and the gleaming storm veils.|while you have both the gloaming and the gleaming shaped, at the beginning of each your turns you may choose whether to reduce the light level (as per the gloaming), raise the light level (as per the gleaming), or neither raise nor lower the light level in the area of your storm.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Maelstrom Gale|Confluence|Your storm is the meeting of sky and sea, death to all who enter it.|ability to shape two or more storm veils, ability to shape the tempest and the vortex storm veils.|when you have both the tempest and the vortex storm veils shaped, their effects combine and empower each other. you may cause and control currents as you would winds, changing their direction in straight lines. you may also control winds as you would currents, allowing you to spin them clockwise or counterclockwise. creatures you bull rush take damage as though they were battered by the waters of the vortex, and you may bull rush creatures even while underwater. you may treat the vortex as though it did not have the seastorm descriptor when resolving its effects, allowing you to use it above water by battering creatures with wind. if you have the vortex bound to your storm chakra, you can form a tornado, waterspout, hurricane, etc above water and cause creatures and objects trapped within to be thrown upwards instead of down. they take fall damage as normal when landing. houses and other large structures count as ships for the purpose of how they are affected, and may be protected by weatherproofing as a ship would be.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Rain of Rot|Confluence|Rotting flesh begins to fall from the sky like rain, quickly decaying all that it falls upon. Damage dealt by The Corrosion now ignores all forms of damage reduction and resistance, and deals double damage to corporeal undead as it quickly rots away their already decaying flesh. Additionally, the damage dealt by The Putrefaction now counts as acid damage for the purposes of your abilities that modify or enhance acid damage, and for the purposes of acid vulnerability (it still ignores damage reduction and resistances). As a standard action, you can cause a puddle of this rotting rain to form upon terrain in a 10-foot radius burst within your storm. This puddle counts as difficult terrain, persists for 1 round + 1 round per 3 points of essence invested in The Corrosion, and any creature who ends their turn inside the puddle of rot must make a Fortitude save or suffer the effects of the standard-action ability of The Putrefaction. The DC of this saving throw is equal to the saving throw DC of The Putrefaction. Additionally, for every 3 points of essence invested in The Corrosion you may increase the radius of the puddle of rot by 5 feet. If an area of this puddle leaves the storm, that area of the puddle immediately dissipates.|ability to shape two or more storm veils, ability to shape the corrosion and the putrefaction storm veils.|while you have both the corrosion and the putrefaction shaped, their effects combine to form a rain of rotting flesh which quickly erodes all that it touches.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Scouring Maelstrom|Confluence|Your storm is a roaring maelstrom of sand and wind, the deserts wrath manifest to scour the world. Siege Weapon Penalty|ability to shape two or more storm veils, ability to shape the scouring and the tempest storm veils.|when you have both the scouring and the tempest storm veils shaped, their winds combine to form a maelstrom of rending sand. the scouring sand of the scouring is accelerated by the confluences devastating winds, dealing an additional point of damage per point of essence invested in the tempest. the wind of the tempest is accompanied by rending sands, empowering it. successful bull rushes made using the veil deal damage to the target as if they were struck by the scourings scouring sands, and the effects of the tempests wind speed are empowered, as per table scouring maelstrom wind penalties.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Shocking Exultation|Confluence|Lightning and thunder arc and boom all around you, the world becoming a devastating onslaught of sound and light.|ability to shape two or more storm veils, ability to shape the fulmination and the uproar storm veils.|when you have both the fulmination and the uproar storm veils shaped, their abilities combine to form a devastating storm of thunder and lightning. the lightning of the fulmination is accompanied by a clap of damaging thunder, dealing an additional 1d4 sonic damage per 3 essence invested in the uproar, halved on a successful fortitude saving throw using the uproars dc. a creature who fails this fortitude save is dazzled and takes a -2 penalty to the uproars saving throws for 1 round, plus 1 round per 3 essence invested in the uproar. this penalty does not stack with itself. the thunderous bursts of the uproar are accompanied by a flash of lightning, dealing an additional 1d6 electricity damage per 3 essence invested in the fulmination, halved on a successful reflex saving throw against the fulminations dc. a creature who fails this reflex save is dazzled and takes a -2 penalty to the fulminations saving throws for 1 round, plus 1 round per 3 essence invested in the fulmination. this penalty does not stack with itself.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
The Cold Dark|Confluence|Where shadows of calm meet, the cold dark comes to draw the living into a cold, dark sleep.|ability to shape two or more storm veils, ability to shape the quelling and the stillness storm veils.|when at least 3 points of essence are invested in both the quelling and the stillness, the two storms merge in effect and inflict intense drowsiness upon all who remain within their area. creatures who fail their saving throw against the stillness begin to grow drowsy, falling asleep at the end of their next turn if they dont escape the area of the storm. affected creatures remain asleep until another creature shakes them awake as a standard action, they take damage, or they end their turn outside of the area of the storm. the hit dice of creatures that can be affected by this effect is determined by the amount of essence invested in the quelling, and their current status. creatures of 2 hit dice or fewer per essence invested in the quelling are affected if they are fatigued, creatures of 3 hit dice or fewer per essence invested in the quelling are affected if they are exhausted, creatures of 4 hit dice or fewer per essence invested in the quelling are affected if they are exhausted and staggered, and creatures of any number of hit dice are affected if the creature is exhausted, staggered, and helpless. this is a mind-affecting sleep effect.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Thundersnow|Confluence|Bolts of lightning strike chaotically within the blinding snow, rendering the world in harsh shadows and bright flashes.|ability to shape two or more storm veils, ability to shape the blizzard and the fulmination storm veils.|when at least 3 points of essence are invested in the blizzard, the bolts of lightning created by the fulmination are shrouded by the blinding snow and darkened sky, causing spots of light and blindness in the vision of those affected. creatures struck by these bolts are dazzled for 1 round per 3 points of essence invested in the blizzard on a failed saving throw, or for 1 round on a successful save. a dazzled creature who fails their saving throw is instead blinded until the end of your next turn, or until the beginning of their next turn on a successful saving throw. when at least 3 points of essence are invested in the fulmination, the freezing snow of the blizzard becomes charged with ozone, causing creatures in the area of the storm to take a -1 penalty to saving throws and ac against electricity effects per 3 essence invested in the blizzard.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Torrential Flood|Confluence|A deluge of rain bolsters the floods you command, causing their waves to reach new heights and drown even those who thought themselves out of harms way. As a move action you can cause the might of both of your storms to surge, doubling the height of The Flash Floods water until the end of your next turn. Multiple usages of this ability do not stack, activating it again while it is already active instead resets its duration.|ability to shape two or more storm veils, ability to shape the deluge and the flash flood veils.|when determining the height of the water created by the flash flood, add the number of points of essence invested in the deluge.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Winds of Flame|Confluence|You have gained total mastery over the forces of wind and heat, your Storm laying destruction upon the world around you. The DC of The Siroccos saving throw is increased by 1 per 3 essence invested in The Cyclone. In addition, if a creature fails this saving throw it takes an additional 1d6 points of bludgeoning damage, and is pushed 5 feet in a direction of your choice per 3 essence invested in The Cyclone.|ability to shape two or more storm veils, ability to shape the cyclone and the sirocco storm veils.|when you have both the cyclone and the sirocco storm veils shaped, your storm becomes a cyclonic whirlwind of heat and fury. when a creature is successfully bull rushed by the cyclone the creature takes an additional 1d6 fire damage and is pushed an additional 5 feet per 3 essence invested in the sirocco. the fire damage dealt by the cyclone is dealt to any flammable objects and terrain the cyclone passes over, potentially causing particularly flammable objects to catch fire. if a creature fails its strength check against the cyclone, they take an additional 1d6 fire damage and are flung an additional 10 feet per essence invested in the sirocco.|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0
Ability Focus (Malefactions)|General|You have a knack for potent, complex curses.||increase the dc of your malefactions by 2.|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
